155.0,spring.jackson.parser.*,Jackson on/off features for parsers.,
156.0,spring.jackson.property-naming-strategy,One of the constants on Jackson's PropertyNamingStrategies. Can also be a fully-qualified class name of a PropertyNamingStrategy implementation.,
157.0,spring.jackson.serialization.*,Jackson on/off features that affect the way Java objects are serialized.,
158.0,spring.jackson.time-zone,"Time zone used when formatting dates. For instance, ""America/Los_Angeles"" or ""GMT+10"".",
159.0,spring.jackson.visibility.*,Jackson visibility thresholds that can be used to limit which methods (and fields) are auto-detected.,
160.0,spring.cassandra.compression,Compression supported by the Cassandra binary protocol.,none
161.0,spring.cassandra.config,Location of the configuration file to use.,
162.0,spring.cassandra.connection.connect-timeout,Timeout to use when establishing driver connections.,5s
163.0,spring.cassandra.connection.init-query-timeout,"Timeout to use for internal queries that run as part of the initialization process, just after a connection is opened.",5s
164.0,spring.cassandra.contact-points,"Cluster node addresses in the form 'host:port', or a simple 'host' to use the configured port.",[127.0.0.1:9042]
165.0,spring.cassandra.controlconnection.timeout,Timeout to use for control queries.,5s
166.0,spring.cassandra.keyspace-name,Keyspace name to use.,
167.0,spring.cassandra.local-datacenter,"Datacenter that is considered ""local"". Contact points should be from this datacenter.",
168.0,spring.cassandra.password,Login password of the server.,
169.0,spring.cassandra.pool.heartbeat-interval,Heartbeat interval after which a message is sent on an idle connection to make sure it's still alive.,30s
170.0,spring.cassandra.pool.idle-timeout,Idle timeout before an idle connection is removed.,5s
171.0,spring.cassandra.port,Port to use if a contact point does not specify one.,9042
172.0,spring.cassandra.request.consistency,Queries consistency level.,
173.0,spring.cassandra.request.page-size,How many rows will be retrieved simultaneously in a single network round-trip.,5000
174.0,spring.cassandra.request.serial-consistency,Queries serial consistency level.,
175.0,spring.cassandra.request.throttler.drain-interval,"How often the throttler attempts to dequeue requests. Set this high enough that each attempt will process multiple entries in the queue, but not delay requests too much.",
176.0,spring.cassandra.request.throttler.max-concurrent-requests,Maximum number of requests that are allowed to execute in parallel.,
177.0,spring.cassandra.request.throttler.max-queue-size,Maximum number of requests that can be enqueued when the throttling threshold is exceeded.,
178.0,spring.cassandra.request.throttler.max-requests-per-second,Maximum allowed request rate.,
179.0,spring.cassandra.request.throttler.type,Request throttling type.,none
180.0,spring.cassandra.request.timeout,How long the driver waits for a request to complete.,2s
181.0,spring.cassandra.schema-action,Schema action to take at startup.,none
182.0,spring.cassandra.session-name,Name of the Cassandra session.,
183.0,spring.cassandra.ssl.bundle,SSL bundle name.,
184.0,spring.cassandra.ssl.enabled,Whether to enable SSL support.,
185.0,spring.cassandra.username,Login user of the server.,
186.0,spring.couchbase.connection-string,Connection string used to locate the Couchbase cluster.,
187.0,spring.couchbase.env.io.idle-http-connection-timeout,Length of time an HTTP connection may remain idle before it is closed and removed from the pool.,1s
188.0,spring.couchbase.env.io.max-endpoints,Maximum number of sockets per node.,12
189.0,spring.couchbase.env.io.min-endpoints,Minimum number of sockets per node.,1
190.0,spring.couchbase.env.ssl.bundle,SSL bundle name.,
191.0,spring.couchbase.env.ssl.enabled,"Whether to enable SSL support. Enabled automatically if a ""keyStore"" or ""bundle"" is provided unless specified otherwise.",
192.0,spring.couchbase.env.timeouts.analytics,Timeout for the analytics service.,75s
193.0,spring.couchbase.env.timeouts.connect,Bucket connect timeout.,10s
194.0,spring.couchbase.env.timeouts.disconnect,Bucket disconnect timeout.,10s
195.0,spring.couchbase.env.timeouts.key-value,Timeout for operations on a specific key-value.,2500ms
196.0,spring.couchbase.env.timeouts.key-value-durable,Timeout for operations on a specific key-value with a durability level.,10s
197.0,spring.couchbase.env.timeouts.management,Timeout for the management operations.,75s
198.0,spring.couchbase.env.timeouts.query,N1QL query operations timeout.,75s
199.0,spring.couchbase.env.timeouts.search,Timeout for the search service.,75s
200.0,spring.couchbase.env.timeouts.view,Regular and geospatial view operations timeout.,75s
201.0,spring.couchbase.password,Cluster password.,
202.0,spring.couchbase.username,Cluster username.,
203.0,spring.dao.exceptiontranslation.enabled,Whether to enable the PersistenceExceptionTranslationPostProcessor.,true
204.0,spring.data.cassandra.repositories.type,Type of Cassandra repositories to enable.,auto
205.0,spring.data.couchbase.auto-index,"Automatically create views and indexes. Use the meta-data provided by ""@ViewIndexed"", ""@N1qlPrimaryIndexed"" and ""@N1qlSecondaryIndexed"".",false
206.0,spring.data.couchbase.bucket-name,Name of the bucket to connect to.,
207.0,spring.data.couchbase.field-naming-strategy,Fully qualified name of the FieldNamingStrategy to use.,
208.0,spring.data.couchbase.repositories.type,Type of Couchbase repositories to enable.,auto
209.0,spring.data.couchbase.scope-name,Name of the scope used for all collection access.,
210.0,spring.data.couchbase.type-key,"Name of the field that stores the type information for complex types when using ""MappingCouchbaseConverter"".",_class
211.0,spring.data.elasticsearch.repositories.enabled,Whether to enable Elasticsearch repositories.,true
212.0,spring.data.jdbc.repositories.enabled,Whether to enable JDBC repositories.,true
213.0,spring.data.jpa.repositories.bootstrap-mode,Bootstrap mode for JPA repositories.,default
214.0,spring.data.jpa.repositories.enabled,Whether to enable JPA repositories.,true
215.0,spring.data.ldap.repositories.enabled,Whether to enable LDAP repositories.,true
216.0,spring.data.mongodb.additional-hosts,"Additional server hosts. Cannot be set with URI or if 'host' is not specified. Additional hosts will use the default mongo port of 27017. If you want to use a different port you can use the ""host:port"" syntax.",
217.0,spring.data.mongodb.authentication-database,Authentication database name.,
218.0,spring.data.mongodb.auto-index-creation,Whether to enable auto-index creation.,
219.0,spring.data.mongodb.database,Database name. Overrides database in URI.,
220.0,spring.data.mongodb.field-naming-strategy,Fully qualified name of the FieldNamingStrategy to use.,
221.0,spring.data.mongodb.gridfs.bucket,GridFS bucket name.,
222.0,spring.data.mongodb.gridfs.database,GridFS database name.,
223.0,spring.data.mongodb.host,Mongo server host. Cannot be set with URI.,
224.0,spring.data.mongodb.password,Login password of the mongo server. Cannot be set with URI.,
225.0,spring.data.mongodb.port,Mongo server port. Cannot be set with URI.,
226.0,spring.data.mongodb.replica-set-name,Required replica set name for the cluster. Cannot be set with URI.,
227.0,spring.data.mongodb.repositories.type,Type of Mongo repositories to enable.,auto
228.0,spring.data.mongodb.ssl.bundle,SSL bundle name.,
229.0,spring.data.mongodb.ssl.enabled,"Whether to enable SSL support. Enabled automatically if ""bundle"" is provided unless specified otherwise.",
230.0,spring.data.mongodb.uri,"Mongo database URI. Overrides host, port, username, and password.",mongodb://localhost/test
231.0,spring.data.mongodb.username,Login user of the mongo server. Cannot be set with URI.,
232.0,spring.data.mongodb.uuid-representation,Representation to use when converting a UUID to a BSON binary value.,java-legacy
233.0,spring.data.neo4j.database,"Database name to use. By default, the server decides the default database to use.",
234.0,spring.data.neo4j.repositories.type,Type of Neo4j repositories to enable.,auto
235.0,spring.data.r2dbc.repositories.enabled,Whether to enable R2DBC repositories.,true
236.0,spring.data.redis.client-name,Client name to be set on connections with CLIENT SETNAME.,
237.0,spring.data.redis.client-type,"Type of client to use. By default, auto-detected according to the classpath.",
238.0,spring.data.redis.cluster.max-redirects,Maximum number of redirects to follow when executing commands across the cluster.,
239.0,spring.data.redis.cluster.nodes,"Comma-separated list of ""host:port"" pairs to bootstrap from. This represents an ""initial"" list of cluster nodes and is required to have at least one entry.",
240.0,spring.data.redis.connect-timeout,Connection timeout.,
241.0,spring.data.redis.database,Database index used by the connection factory.,0
242.0,spring.data.redis.host,Redis server host.,localhost
243.0,spring.data.redis.jedis.pool.enabled,"Whether to enable the pool. Enabled automatically if ""commons-pool2"" is available. With Jedis, pooling is implicitly enabled in sentinel mode and this setting only applies to single node setup.",
244.0,spring.data.redis.jedis.pool.max-active,Maximum number of connections that can be allocated by the pool at a given time. Use a negative value for no limit.,8
245.0,spring.data.redis.jedis.pool.max-idle,"Maximum number of ""idle"" connections in the pool. Use a negative value to indicate an unlimited number of idle connections.",8
246.0,spring.data.redis.jedis.pool.max-wait,Maximum amount of time a connection allocation should block before throwing an exception when the pool is exhausted. Use a negative value to block indefinitely.,-1ms
247.0,spring.data.redis.jedis.pool.min-idle,Target for the minimum number of idle connections to maintain in the pool. This setting only has an effect if both it and time between eviction runs are positive.,0
248.0,spring.data.redis.jedis.pool.time-between-eviction-runs,"Time between runs of the idle object evictor thread. When positive, the idle object evictor thread starts, otherwise no idle object eviction is performed.",
249.0,spring.data.redis.lettuce.cluster.refresh.adaptive,Whether adaptive topology refreshing using all available refresh triggers should be used.,false
250.0,spring.data.redis.lettuce.cluster.refresh.dynamic-refresh-sources,"Whether to discover and query all cluster nodes for obtaining the cluster topology. When set to false, only the initial seed nodes are used as sources for topology discovery.",true
251.0,spring.data.redis.lettuce.cluster.refresh.period,Cluster topology refresh period.,
252.0,spring.data.redis.lettuce.pool.enabled,"Whether to enable the pool. Enabled automatically if ""commons-pool2"" is available. With Jedis, pooling is implicitly enabled in sentinel mode and this setting only applies to single node setup.",
253.0,spring.data.redis.lettuce.pool.max-active,Maximum number of connections that can be allocated by the pool at a given time. Use a negative value for no limit.,8
254.0,spring.data.redis.lettuce.pool.max-idle,"Maximum number of ""idle"" connections in the pool. Use a negative value to indicate an unlimited number of idle connections.",8
255.0,spring.data.redis.lettuce.pool.max-wait,Maximum amount of time a connection allocation should block before throwing an exception when the pool is exhausted. Use a negative value to block indefinitely.,-1ms
256.0,spring.data.redis.lettuce.pool.min-idle,Target for the minimum number of idle connections to maintain in the pool. This setting only has an effect if both it and time between eviction runs are positive.,0
257.0,spring.data.redis.lettuce.pool.time-between-eviction-runs,"Time between runs of the idle object evictor thread. When positive, the idle object evictor thread starts, otherwise no idle object eviction is performed.",
258.0,spring.data.redis.lettuce.shutdown-timeout,Shutdown timeout.,100ms
259.0,spring.data.redis.password,Login password of the redis server.,
260.0,spring.data.redis.port,Redis server port.,6379
261.0,spring.data.redis.repositories.enabled,Whether to enable Redis repositories.,true
262.0,spring.data.redis.sentinel.master,Name of the Redis server.,
263.0,spring.data.redis.sentinel.nodes,"Comma-separated list of ""host:port"" pairs.",
264.0,spring.data.redis.sentinel.password,Password for authenticating with sentinel(s).,
265.0,spring.data.redis.sentinel.username,Login username for authenticating with sentinel(s).,
266.0,spring.data.redis.ssl.bundle,SSL bundle name.,
267.0,spring.data.redis.ssl.enabled,"Whether to enable SSL support. Enabled automatically if ""bundle"" is provided unless specified otherwise.",
268.0,spring.data.redis.timeout,Read timeout.,
269.0,spring.data.redis.url,"Connection URL. Overrides host, port, username, and password. Example: redis://user:[email protected]:6379",
270.0,spring.data.redis.username,Login username of the redis server.,
271.0,spring.data.rest.base-path,Base path to be used by Spring Data REST to expose repository resources.,
272.0,spring.data.rest.default-media-type,Content type to use as a default when none is specified.,
273.0,spring.data.rest.default-page-size,Default size of pages.,
274.0,spring.data.rest.detection-strategy,Strategy to use to determine which repositories get exposed.,default
275.0,spring.data.rest.enable-enum-translation,Whether to enable enum value translation through the Spring Data REST default resource bundle.,
276.0,spring.data.rest.limit-param-name,Name of the URL query string parameter that indicates how many results to return at once.,
277.0,spring.data.rest.max-page-size,Maximum size of pages.,
278.0,spring.data.rest.page-param-name,Name of the URL query string parameter that indicates what page to return.,
279.0,spring.data.rest.return-body-on-create,Whether to return a response body after creating an entity.,
280.0,spring.data.rest.return-body-on-update,Whether to return a response body after updating an entity.,
281.0,spring.data.rest.sort-param-name,Name of the URL query string parameter that indicates what direction to sort results.,
282.0,spring.data.web.pageable.default-page-size,Default page size.,20
283.0,spring.data.web.pageable.max-page-size,Maximum page size to be accepted.,2000
284.0,spring.data.web.pageable.one-indexed-parameters,"Whether to expose and assume 1-based page number indexes. Defaults to ""false"", meaning a page number of 0 in the request equals the first page.",false
285.0,spring.data.web.pageable.page-parameter,Page index parameter name.,page
286.0,spring.data.web.pageable.prefix,General prefix to be prepended to the page number and page size parameters.,
287.0,spring.data.web.pageable.qualifier-delimiter,Delimiter to be used between the qualifier and the actual page number and size properties.,_
288.0,spring.data.web.pageable.size-parameter,Page size parameter name.,size
289.0,spring.data.web.sort.sort-parameter,Sort parameter name.,sort
290.0,spring.datasource.dbcp2.abandoned-usage-tracking,Commons DBCP2 specific settings bound to an instance of DBCP2's BasicDataSource,
291.0,spring.datasource.driver-class-name,Fully qualified name of the JDBC driver. Auto-detected based on the URL by default.,
292.0,spring.datasource.embedded-database-connection,Connection details for an embedded database. Defaults to the most suitable embedded database that is available on the classpath.,
293.0,spring.datasource.generate-unique-name,Whether to generate a random datasource name.,true
294.0,spring.datasource.hikari.allow-pool-suspension,Hikari specific settings bound to an instance of Hikari's HikariDataSource,
295.0,spring.datasource.jndi-name,"JNDI location of the datasource. Class, url, username and password are ignored when set.",
296.0,spring.datasource.name,"Datasource name to use if ""generate-unique-name"" is false. Defaults to ""testdb"" when using an embedded database, otherwise null.",
297.0,spring.datasource.oracleucp.abandoned-connection-timeout,Oracle UCP specific settings bound to an instance of Oracle UCP's PoolDataSource,
298.0,spring.datasource.password,Login password of the database.,
299.0,spring.datasource.tomcat.abandon-when-percentage-full,Tomcat datasource specific settings bound to an instance of Tomcat JDBC's DataSource,
300.0,spring.datasource.type,"Fully qualified name of the connection pool implementation to use. By default, it is auto-detected from the classpath.",
301.0,spring.datasource.url,JDBC URL of the database.,
302.0,spring.datasource.username,Login username of the database.,
303.0,spring.datasource.xa.data-source-class-name,XA datasource fully qualified name.,
304.0,spring.datasource.xa.properties.*,Properties to pass to the XA data source.,
305.0,spring.elasticsearch.connection-timeout,Connection timeout used when communicating with Elasticsearch.,1s
306.0,spring.elasticsearch.password,Password for authentication with Elasticsearch.,
307.0,spring.elasticsearch.path-prefix,Prefix added to the path of every request sent to Elasticsearch.,
308.0,spring.elasticsearch.restclient.sniffer.delay-after-failure,Delay of a sniff execution scheduled after a failure.,1m
309.0,spring.elasticsearch.restclient.sniffer.interval,Interval between consecutive ordinary sniff executions.,5m
310.0,spring.elasticsearch.restclient.ssl.bundle,SSL bundle name.,
311.0,spring.elasticsearch.socket-keep-alive,Whether to enable socket keep alive between client and Elasticsearch.,false
312.0,spring.elasticsearch.socket-timeout,Socket timeout used when communicating with Elasticsearch.,30s
313.0,spring.elasticsearch.uris,Comma-separated list of the Elasticsearch instances to use.,[http://localhost:9200]
